id,id,lat,lng,location,name,,,
"Castell de Montjuïc, Carretera de Montjuïc",169404,41.363797349717,2.1650362014771,Barcelona,Club Arc Montjuïc - Tir amb Arc Aire Lliure,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=169404,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=169404
,169414,41.400052775954,2.2115211246128,Barcelona,Garmin Barcelona Triathlon,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=169414,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=169414
,169670,41.407807285381,2.1228568457676,Barcelona,La Nocturna de Collserola,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=169670,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=169670
,169671,41.417611628169,2.130354319977,Barcelona,La Nocturna De Collserola,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=169671,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=169671
"Plaça del gas,1",132026,41.383048574253,2.1909792717908,Barcelona,Gas Natural,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=132026,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=132026
"Via Julia, 203",134923,41.445427,2.179349,Barcelona,Els Propis,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=134923,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=134923
,141702,41.372100345799,2.1810478237652,Barcelona,Auditorio WTC,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=141702,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=141702
"Horta, 68",147401,41.431650875041,2.1596717834473,Barcelona,Sola isern Assessor Juridis,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=147401,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=147401
,154358,41.369624244451,2.1512282463152,Barcelona,WIPJam @ AppPlanet,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=154358,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=154358
Hotel Arts,155484,41.386173351945,2.1956937554161,Barcelona,FIC European Marketing Meeting,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=155484,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=155484
,157637,41.409767,2.126091,Barcelona,#hemesic,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=157637,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=157637
"Plaça Dels Angels, 1",158186,41.383691797953,2.1655238236686,Barcelona,Google AdWords Academies,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=158186,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=158186
Alzina,159030,41.406196202533,2.1567828334598,Barcelona,Espai Albert Musons,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=159030,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=159030
,161660,41.354830889367,2.1365536255188,Barcelona,VMworld Breakout Room B1,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=161660,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=161660
,162528,41.352154140536,2.1362947046739,Barcelona,ASUS Spain HQ,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=162528,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=162528
,163916,41.408992365734,2.2199460834055,Barcelona,STS Beauty,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=163916,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=163916
,164304,41.355305794087,2.1365392409882,Barcelona,MWC2013 Leadership Summit,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=164304,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=164304
,164380,41.374960960124,2.16621473177,Barcelona,Mobile World Congress 2013 Hall 4 Aud. 2,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=164380,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=164380
,164382,41.354202484913,2.1334898245773,Barcelona,2013 GSMA Global Mobile Awards,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=164382,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=164382
,164602,41.385617,2.111057,Barcelona,SGS Breakfast - Global Excellence And Local Expertise,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=164602,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=164602
,165339,41.43867811323,2.1929859876573,Barcelona,Ayuntamiento Escol De Catalan,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=165339,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=165339
,165650,41.398728439453,2.183927670346,Barcelona,Auditori,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=165650,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=165650
,165719,41.39322,2.11675,Barcelona,Sala de conferencias #bcnopenbs,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=165719,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=165719
,165988,41.40592956543,2.1746134757996,Barcelona,Espai Gaudí TMB,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=165988,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=165988
,166138,41.391104616984,2.1239641304121,Barcelona,Salón de actos,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=166138,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=166138
,166496,41.373632,2.174172,Barcelona,Casa Del Mar,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=166496,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=166496
,166794,41.38008,2.11828,Barcelona,Auditori 1899,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=166794,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=166794
,169271,41.372058868408,2.1518008708954,Barcelona,Prepárate 2013,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=169271,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=169271
,169640,41.373592376709,2.1504580974579,Barcelona,Sevc,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=169640,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=169640
,169649,41.360037,2.142655,Barcelona,AVV La Vinya,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=169649,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=169649
"Moll Mestral, 26-27-28",129528,41.387986,2.199127,Barcelona,Kennedy Irish Sailing Club,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129528,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129528
"C. Manuel Arnús, 2",129530,41.41621229144,2.1323631272185,Barcelona,Mirabé,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129530,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129530
Carrer de la Princesa 23,129531,41.385267139399,2.1803422894306,Barcelona,Princesa 23,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129531,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129531
Gignas 25,129536,41.38181103081,2.1805246713967,Barcelona,La Cerveteca,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129536,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129536
Comerç 21,129541,41.386408897255,2.1824973235331,Barcelona,Mix,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129541,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129541
Carrer de les Sitges 5,129543,41.384415999244,2.1693767313001,Barcelona,L’Ovella Negra,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129543,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129543
Carrer Verdaguer i Callís 12,129722,41.387156069771,2.176094918315,Barcelona,L'Antic Teatre,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129722,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129722
Carrer Sant Pau 119,129758,41.375370177331,2.1678700755877,Barcelona,La Confitería,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129758,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129758
Muntaner 240 - 242,129793,41.394125,2.1494108081414,Barcelona,Cafe Berlin,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129793,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129793
Finlandia 18,129892,41.3744257,2.13539148,Barcelona,La Tapadera,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129892,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129892
Plaça de Joaquim Folguera 2,129937,41.4056,2.139235,Barcelona,Cafeteria El Roble,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129937,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129937
"Torrent de l'Olla, 113",129971,41.402445325,2.156856,Barcelona,St. Germain,Bar,http://tour-pedia.org/api/getPlaceDetails?id=129971,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129971
Rabassa 37,130058,41.407813,2.157898,Barcelona,Gatamala,Bar,http://tour-pedia.org/api/getPlaceDetails?id=130058,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130058
"Providencia, 88",130140,41.408088534521,2.1593780873696,Barcelona,Un lugar de Gràcia,Bar,http://tour-pedia.org/api/getPlaceDetails?id=130140,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130140
"C. de Zamora, 78",130148,41.395922119574,2.1902167797089,Barcelona,L'Ovella Negra,Bar,http://tour-pedia.org/api/getPlaceDetails?id=130148,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130148
plaza olivereta 31,130322,41.372776,2.128758,Barcelona,Mson,Bar,http://tour-pedia.org/api/getPlaceDetails?id=130322,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130322
Alfambra 14,130483,41.386601,2.112522,Barcelona,Bar Versalles,Bar,http://tour-pedia.org/api/getPlaceDetails?id=130483,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130483
Carrer dels Còdols 29,130557,41.379337268528,2.1787152829924,Barcelona,Polaroid Bar,Bar,http://tour-pedia.org/api/getPlaceDetails?id=130557,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130557
cardenal Reig 46,130744,41.378740702579,2.1182584762573,Barcelona,Granja Capritx,Bar,http://tour-pedia.org/api/getPlaceDetails?id=130744,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130744
Carrer de Blai 23,130752,41.373755,2.164364,Barcelona,Tribal Café,Bar,http://tour-pedia.org/api/getPlaceDetails?id=130752,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130752
,130818,41.389591384554,2.1225213103637,Barcelona,Hand.bar,Bar,http://tour-pedia.org/api/getPlaceDetails?id=130818,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130818
,130952,41.430487,2.189078,Barcelona,Colombia,Bar,http://tour-pedia.org/api/getPlaceDetails?id=130952,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130952
Valladolid 42,130987,41.378097,2.137339,Barcelona,El Vermut de Sants,Bar,http://tour-pedia.org/api/getPlaceDetails?id=130987,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130987
,131082,41.403908332156,2.1366782916433,Barcelona,El Yate,Bar,http://tour-pedia.org/api/getPlaceDetails?id=131082,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131082
Riera Alta 59,131133,41.380371,2.164349,Barcelona,Foxy Bar,Bar,http://tour-pedia.org/api/getPlaceDetails?id=131133,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131133
"Av. Gaudi, 25",131435,41.405812208907,2.1744200764521,Barcelona,Copa Cafe,Bar,http://tour-pedia.org/api/getPlaceDetails?id=131435,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131435
,131577,41.441361010874,2.1797423539626,Barcelona,Bar Gorky Park,Bar,http://tour-pedia.org/api/getPlaceDetails?id=131577,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131577
camprecios,131679,41.447108,2.175423,Barcelona,Casa Rubio,Bar,http://tour-pedia.org/api/getPlaceDetails?id=131679,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131679
"Encarnació, 21",132263,41.405785,2.158813,Barcelona,Cerveseria Catalluna,Bar,http://tour-pedia.org/api/getPlaceDetails?id=132263,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=132263
Joan Gamper 12,132613,41.387096533609,2.1340298652649,Barcelona,Baobab,Bar,http://tour-pedia.org/api/getPlaceDetails?id=132613,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=132613
Carrer del Torrent de les Flors 46,132842,41.405904092253,2.1604622858531,Barcelona,El Coleccionista,Bar,http://tour-pedia.org/api/getPlaceDetails?id=132842,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=132842
L'Alzina,132843,41.407737051779,2.1551566786054,Barcelona,Bodega Bar Costa Brava,Bar,http://tour-pedia.org/api/getPlaceDetails?id=132843,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=132843
"Riego, 15",132846,41.3760796,2.138635,Barcelona,Sa Cava,Bar,http://tour-pedia.org/api/getPlaceDetails?id=132846,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=132846
Carrer de Tajo 5,132851,41.430254994996,2.1629186198054,Barcelona,Periferic Bar Barcelona,Bar,http://tour-pedia.org/api/getPlaceDetails?id=132851,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=132851
,132861,41.441913051324,2.180083116328,Barcelona,Bar La Marga,Bar,http://tour-pedia.org/api/getPlaceDetails?id=132861,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=132861
Carrer Alsacia 16,132919,41.438142567733,2.170945818095,Barcelona,Granja La Tardor,Bar,http://tour-pedia.org/api/getPlaceDetails?id=132919,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=132919
,132954,41.439337815109,2.1662675099084,Barcelona,Bar Can Magi,Bar,http://tour-pedia.org/api/getPlaceDetails?id=132954,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=132954
Plaza Ángel Pestaña,132959,41.441690325737,2.1800190210342,Barcelona,Casal de Barri de Prosperitat,Bar,http://tour-pedia.org/api/getPlaceDetails?id=132959,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=132959
"C/ de Matilde, 2",133126,41.400373,2.157304,Barcelona,Bar Vinilo,Bar,http://tour-pedia.org/api/getPlaceDetails?id=133126,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=133126
"Carrer Gran de Sant Andreu, 251",133157,41.435377,2.189657,Barcelona,Versalles,Bar,http://tour-pedia.org/api/getPlaceDetails?id=133157,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=133157
"Plaça Eivissa, 17-18",133268,41.43067489,2.160834,Barcelona,La Taberna los Peques,Bar,http://tour-pedia.org/api/getPlaceDetails?id=133268,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=133268
Enric Granados 73,133291,41.3914386,2.157514,Barcelona,Wow!,Bar,http://tour-pedia.org/api/getPlaceDetails?id=133291,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=133291
Pl. Bacardí 3,133309,41.429631825235,2.1637165546417,Barcelona,El Xapattin,Bar,http://tour-pedia.org/api/getPlaceDetails?id=133309,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=133309
"C. de Verdi, 2",133312,41.402823805094,2.1579821003846,Barcelona,Canigó,Bar,http://tour-pedia.org/api/getPlaceDetails?id=133312,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=133312
,133418,41.390749,2.14939,Barcelona,El Pesebre,Bar,http://tour-pedia.org/api/getPlaceDetails?id=133418,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=133418
Carrer Alfambra 20,133471,41.386954,2.112277,Barcelona,Bar Montferri,Bar,http://tour-pedia.org/api/getPlaceDetails?id=133471,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=133471
Blai 39,133699,41.374,2.163746,Barcelona,Zodiaco,Bar,http://tour-pedia.org/api/getPlaceDetails?id=133699,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=133699
,133726,41.459776415073,2.1699957223096,Barcelona,Bar Lali,Bar,http://tour-pedia.org/api/getPlaceDetails?id=133726,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=133726
"Carrer Pons i Gallarza, 5",133780,41.435418711111,2.189159,Barcelona,Cas Arana,Bar,http://tour-pedia.org/api/getPlaceDetails?id=133780,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=133780
Plaça d'Àngel Pestaña,133840,41.441791730844,2.1800927153052,Barcelona,Bar Ancris,Bar,http://tour-pedia.org/api/getPlaceDetails?id=133840,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=133840
"pere iv, 59",133920,41.396226882935,2.19204686,Barcelona,Xiscarexantar,Bar,http://tour-pedia.org/api/getPlaceDetails?id=133920,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=133920
Mandri 23,134078,41.402893,2.134366,Barcelona,Bar Escoces,Bar,http://tour-pedia.org/api/getPlaceDetails?id=134078,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=134078
Plaça Osca,134174,41.37604748864,2.1387832834777,Barcelona,Som.y,Bar,http://tour-pedia.org/api/getPlaceDetails?id=134174,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=134174
"Plaza Alfonso Comin, 4",134202,41.414675,2.138308,Barcelona,Bar La Palmera,Bar,http://tour-pedia.org/api/getPlaceDetails?id=134202,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=134202
"Carrer de Baltasar Gracián, 39",134214,41.441416740417,2.1803623437881,Barcelona,Bar Toniris,Bar,http://tour-pedia.org/api/getPlaceDetails?id=134214,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=134214
"Felip II, 237",134475,41.428333,2.176316,Barcelona,Can Cuxart,Bar,http://tour-pedia.org/api/getPlaceDetails?id=134475,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=134475
Princess 23,134553,41.411088,2.218765,Barcelona,Princess 23,Bar,http://tour-pedia.org/api/getPlaceDetails?id=134553,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=134553
Finestrelles 34-36,134657,41.452201,2.190398,Barcelona,Teo,Bar,http://tour-pedia.org/api/getPlaceDetails?id=134657,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=134657
,134886,41.382668043849,2.1935140856259,Barcelona,Ja Vindràs,Bar,http://tour-pedia.org/api/getPlaceDetails?id=134886,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=134886
Manuel de Falla 24,135171,41.393771085235,2.1254884890593,Barcelona,El Loro Blanco,Bar,http://tour-pedia.org/api/getPlaceDetails?id=135171,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=135171
C/ Providencia 3,135807,41.405653933457,2.1554205050418,Barcelona,Timeline Bar,Bar,http://tour-pedia.org/api/getPlaceDetails?id=135807,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=135807
,135992,41.40978515243,2.1882717871743,Barcelona,Almirall,Bar,http://tour-pedia.org/api/getPlaceDetails?id=135992,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=135992
Pamplona 91,136407,41.396867790723,2.1909785270691,Barcelona,Pepe Bar,Bar,http://tour-pedia.org/api/getPlaceDetails?id=136407,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=136407
,137248,41.400392503637,2.1348131307839,Barcelona,Bar Jarama,Bar,http://tour-pedia.org/api/getPlaceDetails?id=137248,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=137248
,137752,41.421658418536,2.2036019440543,Barcelona,Bar Monleón,Bar,http://tour-pedia.org/api/getPlaceDetails?id=137752,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=137752
"Av Diagonal, 209",137886,41.403932953354,2.1905808197002,Barcelona,Andrea,Bar,http://tour-pedia.org/api/getPlaceDetails?id=137886,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=137886
,138412,41.424203994284,2.147050766498,Barcelona,Bar Smith,Bar,http://tour-pedia.org/api/getPlaceDetails?id=138412,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=138412
,138789,41.376187347718,2.1302248772483,Barcelona,Bar Ripollès,Bar,http://tour-pedia.org/api/getPlaceDetails?id=138789,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=138789
"Vía Júlia, 94",139217,41.442702,2.178069,Barcelona,La gamba,Bar,http://tour-pedia.org/api/getPlaceDetails?id=139217,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=139217
"Carrer de Pablo Iglesias, 107",139901,41.445767,2.1830483601652,Barcelona,Bar Avenida,Bar,http://tour-pedia.org/api/getPlaceDetails?id=139901,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=139901
"Avda. Diagonal, 56",140248,41.40967865397,2.2113770397866,Barcelona,Bar Kim,Bar,http://tour-pedia.org/api/getPlaceDetails?id=140248,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=140248
,140329,41.366274288192,2.1390230382385,Barcelona,El Pasaje,Bar,http://tour-pedia.org/api/getPlaceDetails?id=140329,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=140329
C/idumea,140974,41.427665,2.138662,Barcelona,Bar Tots2,Bar,http://tour-pedia.org/api/getPlaceDetails?id=140974,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=140974
,141014,41.366541097606,2.138035256852,Barcelona,Bar Gallego Xacobeo,Bar,http://tour-pedia.org/api/getPlaceDetails?id=141014,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=141014
,141257,41.441923,2.185011,Barcelona,Bar Kiko,Bar,http://tour-pedia.org/api/getPlaceDetails?id=141257,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=141257
